company_name,bse_code,nse_code,industry,sector,sector_v1
Waaree Renewab.,534618,WAAREERTL,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,Banks
Hatsun Agro,531531,HATSUN,Food Products,Dairy Products,Dairy Products
EID Parry,500125,EIDPARRY,Food Products,Other Food Products,Other Food Products
RRP Defense,530929,,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Alivus Life,543322,ALIVUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
Nucleus Soft.,531209,NUCLEUS,IT - Software,Software Products,Software Products
Intellect Design,538835,INTELLECT,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
IndusInd Bank,532187,INDUSINDBK,Banks,Private Sector Bank,Banks
Techno Elec.Engg,542141,TECHNOE,Construction,Civil Construction,Construction
Lux Industries,539542,LUXIND,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,Finance
Lodha Developers,543287,LODHA,Realty,"Residential, Commercial Projects",Realty
Gabriel India,505714,GABRIEL,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Sobhagya Mercant,512014,,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Excel Industries,500650,EXCELINDUS,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Astra Microwave,532493,ASTRAMICRO,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Expleo Solutions,533121,EXPLEOSOL,IT - Services,IT Enabled Services,IT Enabled Services
Sundram Fasten.,500403,SUNDRMFAST,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Raymond Lifestyl,544240,RAYMONDLSL,Textiles & Apparels,Other Textile Products,Other Textile Products
Globus Spirits,533104,GLOBUSSPR,Beverages,Breweries & Distilleries,Beverages
Aurionpro Sol.,532668,AURIONPRO,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,Banks
Empire Inds.,509525,,Diversified,Diversified,Diversified
G R Infraproject,543317,GRINFRA,Construction,Civil Construction,Construction
CCL Products,519600,CCL,Agricultural Food & other Products,Tea & Coffee,Tea & Coffee
Bajaj Finance,500034,BAJFINANCE,Finance,Non Banking Financial Company (NBFC),Finance
Dynacons Sys.,532365,DSSL,IT - Services,IT Enabled Services,IT Enabled Services
PVR Inox,532689,PVRINOX,Entertainment,"Film Production, Distribution & Exhibition",Entertainment
Kajaria Ceramics,500233,KAJARIACER,Consumer Durables,Ceramics,Ceramics
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
G M Breweries,507488,GMBREW,Beverages,Breweries & Distilleries,Beverages
Dredging Corpn.,523618,DREDGECORP,Engineering Services,Dredging,Engineering Services
Krishna Defence,,KRISHNADEF,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,Aluminium,Non - Ferrous Metals
Anondita Medi.,,ANONDITA,Personal Products,Personal Care,Personal Products
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
RACL Geartech,520073,RACLGEAR,Auto Components,Auto Components & Equipments,Auto Components & Equipments
TTK Healthcare,507747,TTKHLTCARE,Diversified,Diversified,Diversified
AU Small Finance,540611,AUBANK,Banks,Other Bank,Banks
Aether Industri.,543534,AETHER,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,Capital Markets
Godrej Industrie,500164,GODREJIND,Diversified,Diversified,Diversified
Maithan Alloys,590078,MAITHANALL,Ferrous Metals,Ferro & Silica Manganese,Ferrous Metals
GMM Pfaudler,505255,GMMPFAUDLR,Industrial Manufacturing,Industrial Products,Industrial Products
Titan Biotech,524717,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
LKP Finance,507912,,Finance,Other Financial Services,Finance
Olectra Greentec,532439,OLECTRA,Automobiles,Passenger Cars & Utility Vehicles,Automobiles
N S D L,544467,,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Capital Markets
Max Healthcare,543220,MAXHEALTH,Healthcare Services,Hospital,Hospital
Cheviot Company,526817,CHEVIOT,"Paper, Forest & Jute Products",Jute & Jute Products,"Paper, Forest & Jute Products"
XPRO India,590013,XPROINDIA,Industrial Products,Packaging,Packaging
Jindal Poly Inve,536773,JPOLYINVST,Finance,Investment Company,Finance
Vijaya Diagnost.,543350,VIJAYA,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Punjab Chemicals,506618,PUNJABCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Transport Corp.,532349,TCI,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Ador Welding,517041,ADOR,Industrial Products,Other Industrial Products,Other Industrial Products
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),Finance
Sandesh,526725,SANDESH,Media,Print Media,Media
PNGS Gargi FJ,543709,,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Laurus Labs,540222,LAURUSLABS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Dhunseri Invest.,533336,DHUNINV,Finance,Non Banking Financial Company (NBFC),Finance
KFin Technolog.,543720,KFINTECH,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Capital Markets
Bizotic Commer.,543926,,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Metro Brands,543426,METROBRAND,Consumer Durables,Footwear,Footwear
Happy Forgings,544057,HAPPYFORGE,Industrial Products,Castings & Forgings,Castings & Forgings
Goodluck India,530655,GOODLUCK,Industrial Products,Iron & Steel Products,Iron & Steel Products
Solex Energy,,SOLEX,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
NIBE,535136,NIBE,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Venus Pipes,543528,VENUSPIPES,Industrial Products,Iron & Steel Products,Iron & Steel Products
Birla Corpn.,500335,BIRLACORPN,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
SBI,500112,SBIN,Banks,Public Sector Bank,Banks
Global Health,543654,MEDANTA,Healthcare Services,Hospital,Hospital
Indigo Paints,543258,INDIGOPNTS,Consumer Durables,Paints,Paints
Arih.Found.Hsg.,531381,,Realty,"Residential, Commercial Projects",Realty
Jyoti Resins,514448,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Mallcom (India),539400,MALLCOM,Industrial Products,Other Industrial Products,Other Industrial Products
Gulf Oil Lubric.,538567,GULFOILLUB,Petroleum Products,Lubricants,Petroleum Products
The Ramco Cement,500260,RAMCOCEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Va Tech Wabag,533269,WABAG,Other Utilities,Water Supply & Management,Other Utilities
Jindal Steel,532286,JINDALSTEL,Ferrous Metals,Iron & Steel,Ferrous Metals
Travel Food,544443,TRAVELFOOD,Leisure Services,Restaurants,Restaurants
Epigral,543332,EPIGRAL,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Kirl.Pneumatic,505283,KIRLPNU,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
India Motor Part,590065,IMPAL,Auto Components,Trading - Auto components,Trading - Auto components
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier,Gas
Vinyas Innovativ,,VINYAS,Industrial Manufacturing,Industrial Products,Industrial Products
Bharat Parenter.,541096,,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Prataap Snacks,540724,DIAMONDYD,Food Products,Packaged Foods,Packaged Foods
Cyient,532175,CYIENT,IT - Services,IT Enabled Services,IT Enabled Services
Dhanuka Agritech,507717,DHANUKA,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Manorama Indust.,541974,MANORAMA,Food Products,Other Food Products,Other Food Products
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Inox India,544046,INOXINDIA,Industrial Products,Other Industrial Products,Other Industrial Products
DCM Shriram,523367,DCMSHRIRAM,Diversified,Diversified,Diversified
Aayush Art,540718,,Textiles & Apparels,Other Textile Products,Other Textile Products
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,Ferrous Metals
Kalpataru Proj.,522287,KPIL,Construction,Civil Construction,Construction
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,Shipping
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
360 ONE,542772,360ONE,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,Finance
KPIT Technologi.,542651,KPITTECH,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Mobavenue AI Tech,539682,,IT - Software,Software Products,Software Products
Lloyds Metals,512455,LLOYDSME,Minerals & Mining,Industrial Minerals,Minerals & Mining
Balaji Amines,530999,BALAMINES,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
SEAMEC Ltd,526807,SEAMECLTD,Transport Services,Shipping,Shipping
Neogen Chemicals,542665,NEOGEN,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Uno Minda,532539,UNOMINDA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Amic Forging,544037,,Industrial Products,Castings & Forgings,Castings & Forgings
One 97,543396,PAYTM,Financial Technology (Fintech),Financial Technology (Fintech),Financial Technology (Fintech)
Kernex Microsys.,532686,KERNEX,Transport Services,Transport Related Services,Transport Related Services
NESCO,505355,NESCO,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Transpek Inds.,506687,,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
AXISCADES Tech.,532395,AXISCADES,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Tata Consumer,500800,TATACONSUM,Agricultural Food & other Products,Tea & Coffee,Tea & Coffee
Tatva Chintan,543321,TATVA,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Entero Healthcar,544122,ENTERO,Retailing,Pharmacy Retail,Pharmacy Retail
Sundaram Clayton,544066,SUNCLAY,Auto Components,Auto Components & Equipments,Auto Components & Equipments
JSW Steel,500228,JSWSTEEL,Ferrous Metals,Iron & Steel,Ferrous Metals
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Veljan Denison,505232,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Spectrum Electr.,544386,SPECTRUM,Industrial Manufacturing,Industrial Products,Industrial Products
Rainbow Child.,543524,RAINBOW,Healthcare Services,Hospital,Hospital
Cosmic CRF,543928,,Industrial Products,Iron & Steel Products,Iron & Steel Products
Dodla Dairy,543306,DODLA,Food Products,Dairy Products,Dairy Products
Vindhya Telelink,517015,VINDHYATEL,Telecom - Services,Telecom - Infrastructure,Telecom - Services
CIAN Agro,519477,,Agricultural Food & other Products,Edible Oil,Edible Oil
Hind Rectifiers,504036,HIRECT,Industrial Manufacturing,Industrial Products,Industrial Products
Ambika Cotton,531978,AMBIKCO,Textiles & Apparels,Other Textile Products,Other Textile Products
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Anupam Rasayan,543275,ANURAS,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Rane Holdings,505800,RANEHOLDIN,Finance,Holding Company,Finance
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Godrej Consumer,532424,GODREJCP,Personal Products,Personal Care,Personal Products
Sasken Technol.,532663,SASKEN,IT - Services,IT Enabled Services,IT Enabled Services
Yasho Industries,541167,YASHO,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Concord Biotech,543960,CONCORDBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,Banks
Kesar India,543542,,Realty,"Residential, Commercial Projects",Realty
Midwest,544587,MIDWESTLTD,Consumer Durables,Granites & Marbles,Granites & Marbles
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,Power
Pondy Oxides,532626,POCL,Diversified Metals,Diversified Metals,Diversified Metals
Havells India,517354,HAVELLS,Consumer Durables,Consumer Electronics,Consumer Electronics
Zen Technologies,533339,ZENTEC,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
A B Real Estate,500040,ABREL,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
Nestle India,500790,NESTLEIND,Food Products,Packaged Foods,Packaged Foods
Network People,544396,NPST,IT - Services,IT Enabled Services,IT Enabled Services
Pix Transmission,500333,PIXTRANS,Industrial Products,Rubber,Rubber
Info Edg.(India),532777,NAUKRI,Retailing,Internet & Catalogue Retail,Internet & Catalogue Retail
C.E. Info System,543425,MAPMYINDIA,IT - Software,Software Products,Software Products
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,Transport Infrastructure
Zota Health Care,,ZOTA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Voltas,500575,VOLTAS,Consumer Durables,Household Appliances,Household Appliances
Accelya Solution,532268,ACCELYA,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Jupiter Life Lin,543980,JLHL,Healthcare Services,Hospital,Hospital
C D S L,,CDSL,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Capital Markets
Nuvama Wealth,543988,NUVAMA,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
United Spirits,532432,UNITDSPR,Beverages,Breweries & Distilleries,Beverages
ICICI Bank,532174,ICICIBANK,Banks,Private Sector Bank,Banks
Bosch Home Comfort,523398,BOSCH-HCIL,Consumer Durables,Household Appliances,Household Appliances
IFB Industries,505726,IFBIND,Consumer Durables,Household Appliances,Household Appliances
Wockhardt,532300,WOCKPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
R R Kabel,543981,RRKABEL,Industrial Products,Cables - Electricals,Cables - Electricals
D.P. Abhushan,544161,DPABHUSHAN,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
ADC India,523411,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Lumax Auto Tech.,532796,LUMAXTECH,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Hester Bios,524669,HESTERBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Morganite Crucib,523160,,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
IFB Agro Inds.,507438,IFBAGRO,Beverages,Breweries & Distilleries,Beverages
Sobha,532784,SOBHA,Realty,"Residential, Commercial Projects",Realty
Astral,532830,ASTRAL,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Advait Energy,543230,ADVAIT,Industrial Products,Cables - Electricals,Cables - Electricals
ERIS Lifescience,540596,ERIS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Reliance Industr,500325,RELIANCE,Petroleum Products,Refineries & Marketing,Petroleum Products
Nilkamal Ltd,523385,NILKAMAL,Consumer Durables,Plastic Products - Consumer,Plastic Products - Consumer
Prestige Estates,533274,PRESTIGE,Realty,"Residential, Commercial Projects",Realty
Pearl Global Ind,532808,PGIL,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Azad Engineering,544061,AZAD,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
CreditAcc. Gram.,541770,CREDITACC,Finance,Microfinance Institutions,Finance
Aditya Infotech,544466,CPPLUS,Industrial Manufacturing,Industrial Products,Industrial Products
A.K.Capital Serv,530499,,Finance,Non Banking Financial Company (NBFC),Finance
LG Electronics,544576,LGEINDIA,Consumer Durables,Household Appliances,Household Appliances
Corona Remedies,544644,CORONA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Bharat Dynamics,541143,BDL,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,Auto Components & Equipments
U P Hotels,509960,,Leisure Services,Hotels & Resorts,Hotels & Resorts
Team Lease Serv.,539658,TEAMLEASE,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Veedol Corporat,590005,VEEDOL,Petroleum Products,Lubricants,Petroleum Products
OneSource Speci.,544292,ONESOURCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
United Breweries,532478,UBL,Beverages,Breweries & Distilleries,Beverages
TBO Tek,544174,TBOTEK,Leisure Services,"Tour, Travel Related Services","Tour, Travel Related Services"
Pidilite Inds.,500331,PIDILITIND,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Silver Touch,543525,SILVERTUC,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Oberoi Realty,533273,OBEROIRLTY,Realty,"Residential, Commercial Projects",Realty
Ipca Labs.,524494,IPCALAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Fredun Pharma,539730,,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
AAVAS Financiers,541988,AAVAS,Finance,Housing Finance Company,Finance
Venky's (India),523261,VENKEYS,Food Products,Meat Products including Poultry,Meat Products including Poultry
Cochin Shipyard,540678,COCHINSHIP,Industrial Manufacturing,Ship Building & Allied Services,Aerospace & Defense
Kirl. Brothers,500241,KIRLOSBROS,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Beta Drugs Ltd,,BETA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Jindal Photo,532624,JINDALPHOT,Finance,Investment Company,Finance
Voith Paper,522122,,Textiles & Apparels,Other Textile Products,Other Textile Products
Vinati Organics,524200,VINATIORGA,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
NGL Fine Chem,524774,NGLFINE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Emcure Pharma,544210,EMCURE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Godrej Propert.,533150,GODREJPROP,Realty,"Residential, Commercial Projects",Realty
Grindwell Norton,506076,GRINDWELL,Industrial Products,Abrasives & Bearings,Abrasives & Bearings
Gravita India,533282,GRAVITA,Minerals & Mining,Industrial Minerals,Minerals & Mining
Tata Comm,500483,TATACOMM,Telecom - Services,Telecom - Cellular & Fixed line services,Telecom - Services
Alkyl Amines,506767,ALKYLAMINE,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Deepak Nitrite,506401,DEEPAKNTR,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Bharat Rasayan,590021,BHARATRAS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
CARE Ratings,534804,CARERATING,Capital Markets,Ratings,Capital Markets
SJS Enterprises,543387,SJS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Affle 3i,542752,AFFLE,IT - Services,IT Enabled Services,IT Enabled Services
Knowledge Marine,543273,KMEW,Engineering Services,Dredging,Engineering Services
Eimco Elecon(I),523708,EIMCOELECO,Industrial Manufacturing,Industrial Products,Industrial Products
GRP,509152,GRPLTD,Industrial Products,Rubber,Rubber
Poly Medicure,531768,POLYMED,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Cigniti Tech.,534758,CIGNITITEC,IT - Services,IT Enabled Services,IT Enabled Services
Max Financial,500271,MFSL,Insurance,Life Insurance,Insurance
Arman Financial,531179,ARMANFIN,Finance,Non Banking Financial Company (NBFC),Finance
Bharti Hexacom,544162,BHARTIHEXA,Telecom - Services,Telecom - Cellular & Fixed line services,Telecom - Services
BirlaNu Ltd,509675,BIRLANU,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Chola Financial,504973,CHOLAHLDNG,Finance,Investment Company,Finance
National Standar,504882,,Realty,"Residential, Commercial Projects",Realty
GKW,,GKWLIMITED,Finance,Investment Company,Finance
Oriana Power Ltd,,ORIANA,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Sun Pharma.Inds.,524715,SUNPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Coforge,532541,COFORGE,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
3B Blackbio,532067,,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),Finance
BEML Ltd,500048,BEML,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,Railways
Inventurus Knowl,544309,IKS,IT - Services,IT Enabled Services,IT Enabled Services
Acutaas Chemical,543349,ACUTAAS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Synthiko Foils,513307,,Industrial Products,"Aluminium, Copper & Zinc Products","Aluminium, Copper & Zinc Products"
Sansera Enginee.,543358,SANSERA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
ACC,500410,ACC,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
PB Fintech.,543390,POLICYBZR,Financial Technology (Fintech),Financial Technology (Fintech),Financial Technology (Fintech)
Auto.Corp.of Goa,505036,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Summit Securitie,533306,SUMMITSEC,Finance,Investment Company,Finance
Gland Pharma,543245,GLAND,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Blue Star,500067,BLUESTARCO,Consumer Durables,Household Appliances,Household Appliances
Tech Mahindra,532755,TECHM,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Phoenix Mills,503100,PHOENIXLTD,Realty,"Residential, Commercial Projects",Realty
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments,Auto Components & Equipments
The Bombay Burmah,501425,BBTC,Food Products,Packaged Foods,Packaged Foods
SKF India,500472,SKFINDIA,Industrial Products,Abrasives & Bearings,Abrasives & Bearings
Tega Inds.,543413,TEGA,Industrial Manufacturing,Industrial Products,Industrial Products
Foce India,,FOCE,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Narayana Hrudaya,539551,NH,Healthcare Services,Hospital,Hospital
Swan Defence,533107,SWANDEF,Industrial Manufacturing,Ship Building & Allied Services,Aerospace & Defense
Thejo Engg.,,THEJO,Industrial Manufacturing,Industrial Products,Industrial Products
Piramal Finance.,544597,PIRAMALFIN,Finance,Housing Finance Company,Finance
ICICI Lombard,540716,ICICIGI,Insurance,General Insurance,Insurance
MPS,532440,MPSLTD,Other Consumer Services,E-Learning,Other Consumer Services
Metropolis Healt,542650,METROPOLIS,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
The Anup Enginee,542460,ANUP,Industrial Manufacturing,Industrial Products,Industrial Products
V2 Retail,532867,V2RETAIL,Retailing,Speciality Retail,Speciality Retail
J B Chemicals &,506943,JBCHEPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Adani Enterp.,512599,ADANIENT,Metals & Minerals Trading,Trading - Minerals,Metals & Minerals Trading
Shaily Engineer.,501423,SHAILY,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Galaxy Surfact.,540935,GALAXYSURF,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Sar Auto Prod.,538992,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Automotive Axles,505010,AUTOAXLES,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Styrenix Perfor.,506222,STYRENIX,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Bajaj Finserv,532978,BAJAJFINSV,Finance,Holding Company,Finance
Jubilant Agri,544355,JUBLCPL,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Kennametal India,505890,KENNAMET,Industrial Manufacturing,Industrial Products,Industrial Products
Interarch Build.,544232,INTERARCH,Construction,Civil Construction,Construction
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Safari Inds.,523025,SAFARI,Consumer Durables,Plastic Products - Consumer,Plastic Products - Consumer
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,Telecom - Services
Power Mech Proj.,539302,POWERMECH,Construction,Civil Construction,Construction
Technocraf.Inds.,532804,TIIL,Industrial Products,Iron & Steel Products,Iron & Steel Products
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
APL Apollo Tubes,533758,APLAPOLLO,Industrial Products,Iron & Steel Products,Iron & Steel Products
SBI Life Insuran,540719,SBILIFE,Insurance,Life Insurance,Insurance
Ratnamani Metals,520111,RATNAMANI,Industrial Products,Iron & Steel Products,Iron & Steel Products
Mastek,523704,MASTEK,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Sri Adhik. Bros.,530943,SABTNL,Entertainment,TV Broadcasting & Software Production,Entertainment
Honda India,522064,HONDAPOWER,Industrial Manufacturing,Industrial Products,Industrial Products
E2E Networks,,E2E,IT - Services,IT Enabled Services,IT Enabled Services
Dalmia BharatLtd,542216,DALBHARAT,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Mankind Pharma,543904,MANKIND,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
KDDL Ltd,532054,KDDL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Siemens Ener.Ind,544390,ENRIN,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
RPG LifeScience.,532983,RPGLIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments,Auto Components & Equipments
NBI Indl. Fin.,,NBIFIN,Finance,Non Banking Financial Company (NBFC),Finance
Colgate-Palmoliv,500830,COLPAL,Personal Products,Personal Care,Personal Products
